a c średnia_energia odchylenie_standardowe log10
1.14 -0.6 0.225751 1.64519 0.255837
1.14 -0.58 0.20813 1.83841 0.303616
1.14 -0.56 0.256048 1.71901 0.290858
1.14 -0.54 0.214172 1.87759 0.251078
1.14 -0.52 0.153696 1.4894 0.164113
1.14 -0.5 0.0864502 1.47193 0.227908
1.14 -0.48 0.0361113 1.53597 0.189811
1.14 -0.46 -0.00633462 1.38712 0.110412
1.14 -0.44 -0.0695033 1.27223 0.0843896
1.14 -0.42 -0.130049 1.06333 0.0175185
1.14 -0.4 -0.164332 0.921328 -0.0239729
1.14 -0.38 -0.197045 0.904726 -0.0234548
1.14 -0.36 -0.233015 0.794428 -0.104385
1.14 -0.34 -0.257405 0.619078 -0.154469
1.14 -0.32 -0.30563 0.616014 -0.178033
1.14 -0.3 -0.31807 0.607615 -0.257009
1.14 -0.28 -0.347668 0.49388 -0.382454
1.14 -0.26 -0.366006 0.379451 -0.434605
1.14 -0.24 -0.402616 0.332599 -0.462213
1.14 -0.22 -0.407135 0.267295 -0.532546
1.14 -0.2 -0.416842 0.226082 -0.552746
1.14 -0.18 -0.431391 0.196429 -0.707437
1.14 -0.16 -0.447786 0.219443 -0.729674
1.14 -0.14 -0.443882 0.124186 -0.865326
1.14 -0.12 -0.459478 0.117435 -0.90547
1.14 -0.1 -0.460489 0.0869181 -1.03507
1.14 -0.08 -0.472871 0.0753139 -1.09512
1.14 -0.06 -0.481515 0.0583206 -1.27729
1.14 -0.04 -0.484742 0.0419423 -1.33066
1.14 -0.02 -0.486578 0.0367761 -1.49103
1.14 3.95517e-16 -0.494948 0.0240547 -1.59809
1.14 0.02 -0.495178 0.0186201 -1.67816
1.14 0.04 -0.494451 0.0119493 -1.93095
1.14 0.06 -0.496778 0.00841064 -2.11891
1.14 0.08 -0.496785 0.00436408 -2.09691
1.14 0.1 -0.49683 0.00210139 -2.69665
1.14 0.12 -0.499256 0.000804709 -3.10971
1.14 0.14 -0.49966 0.000187962 -3.75426
1.14 0.16 -0.500354 0.000235405 -3.63407
1.14 0.18 -0.499659 0.000902059 -3.03583
1.14 0.2 -0.500012 0.0016921 -2.65906
1.14 0.22 -0.500245 0.00313588 -2.44317
1.14 0.24 -0.498922 0.00525116 -2.29966
1.14 0.26 -0.4986 0.00772627 -2.10945
1.14 0.28 -0.496678 0.0102742 -1.99851
1.16 -0.7 0.494362 3.39341 0.503063
1.16 -0.68 0.537452 2.9088 0.326804
1.16 -0.66 0.318003 1.46581 0.325109
1.16 -0.64 0.516186 2.51438 0.33035
1.16 -0.62 0.24432 1.91806 0.310268
1.16 -0.6 0.348233 2.40441 0.314019
1.16 -0.58 0.323124 2.39596 0.380362
1.16 -0.56 0.196478 2.10741 0.330605
1.16 -0.54 0.187025 1.59369 0.298118
1.16 -0.52 0.148877 1.80006 0.167822
1.16 -0.5 0.11454 1.46511 0.223863
1.16 -0.48 0.0415283 1.71074 0.177677
1.16 -0.46 0.0322907 1.17195 0.1068
1.16 -0.44 -0.00786431 1.31944 -0.00668092
1.16 -0.42 -0.107021 1.14083 0.0833298
1.16 -0.4 -0.14669 1.01048 0.03188
1.16 -0.38 -0.196388 1.00233 -0.0301936
1.16 -0.36 -0.242204 0.795593 -0.0474077
1.16 -0.34 -0.254918 0.716895 -0.169796
1.16 -0.32 -0.287872 0.651059 -0.167867
1.16 -0.3 -0.315407 0.544253 -0.224742
1.16 -0.28 -0.334276 0.486236 -0.294783
1.16 -0.26 -0.355955 0.428048 -0.355442
1.16 -0.24 -0.380125 0.387431 -0.440611
1.16 -0.22 -0.397642 0.334972 -0.515599
1.16 -0.2 -0.41703 0.281008 -0.576841
1.16 -0.18 -0.435618 0.226372 -0.63371
1.16 -0.16 -0.43817 0.194112 -0.718367
1.16 -0.14 -0.447084 0.170408 -0.748176
1.16 -0.12 -0.449362 0.135097 -0.894243
1.16 -0.1 -0.469858 0.112106 -0.987299
1.16 -0.08 -0.474219 0.0923414 -1.02576
1.16 -0.06 -0.470068 0.0713271 -1.14357
1.16 -0.04 -0.47908 0.052098 -1.17543
1.16 -0.02 -0.480404 0.0413622 -1.37797
1.16 3.95517e-16 -0.486544 0.0331791 -1.48399
1.16 0.02 -0.486519 0.0282827 -1.59032
1.16 0.04 -0.496721 0.0183122 -1.61818
1.16 0.06 -0.495158 0.0126131 -1.9008
1.16 0.08 -0.497474 0.00780337 -2.03623
1.16 0.1 -0.495448 0.00471143 -2.31381
1.16 0.12 -0.49746 0.00227995 -2.65185
1.16 0.14 -0.498122 0.000895916 -2.94096
1.16 0.16 -0.500332 0.000288824 -3.53801
1.16 0.18 -0.499896 0.000290119 -3.5354
1.16 0.2 -0.49986 0.000992229 -3.00806
1.16 0.22 -0.499717 0.00212068 -2.67169
1.16 0.24 -0.500405 0.003403 -2.50765
1.16 0.26 -0.498575 0.00449469 -2.26942
1.16 0.28 -0.499353 0.00751273 -2.09159
1.18 -0.7 0.287166 2.40493 0.510234
1.18 -0.68 0.633942 3.52174 0.44551
1.18 -0.66 0.616831 2.87995 0.387468
1.18 -0.64 0.529841 2.38275 0.477411
1.18 -0.62 0.367067 2.7788 0.352173
1.18 -0.6 0.189121 2.64812 0.434767
1.18 -0.58 0.243413 2.52629 0.412897
1.18 -0.56 0.285557 2.26938 0.49197
1.18 -0.54 0.15115 2.25176 0.291654
1.18 -0.52 0.15033 2.10264 0.41179
1.18 -0.5 0.104488 1.97482 0.226615
1.18 -0.48 0.0507121 1.53188 0.243363
1.18 -0.46 0.0129851 1.53154 0.213542
1.18 -0.44 -0.0668027 1.5329 0.126481
1.18 -0.42 -0.0911849 1.22277 0.148106
1.18 -0.4 -0.138195 1.11089 0.112386
1.18 -0.38 -0.174854 0.977749 -0.0125581
1.18 -0.36 -0.199235 0.866454 -0.0574879
1.18 -0.34 -0.241149 0.833883 -0.0679045
1.18 -0.32 -0.280273 0.712132 -0.140505
1.18 -0.3 -0.299732 0.616791 -0.228546
1.18 -0.28 -0.347903 0.55082 -0.286924
1.18 -0.26 -0.341534 0.517661 -0.300833
1.18 -0.24 -0.365026 0.392631 -0.377874
1.18 -0.22 -0.386537 0.335398 -0.430365
1.18 -0.2 -0.401951 0.293361 0.0754637
1.18 -0.18 -0.421426 0.283555 -0.584968
1.18 -0.16 -0.424695 0.214621 -0.672607
1.18 -0.14 -0.439924 0.183762 -0.703107
1.18 -0.12 -0.458065 0.150227 -0.782569
1.18 -0.1 -0.461799 0.125101 -0.908804
1.18 -0.08 -0.463987 0.111142 -1.02672
1.18 -0.06 -0.465942 0.0903813 -1.05153
1.18 -0.04 -0.475742 0.0664628 -1.07372
1.18 -0.02 -0.476358 0.0544718 -1.23645
1.18 3.95517e-16 -0.489008 0.0426773 -1.33499
1.18 0.02 -0.488088 0.0339467 -1.48106
1.18 0.04 -0.490551 0.026037 -1.59359
1.18 0.06 -0.491875 0.0183632 -1.71625
1.18 0.08 -0.491171 0.0129128 -1.8486
1.18 0.1 -0.497642 0.00853029 -2.04168
1.18 0.12 -0.497526 0.00451548 -2.27127
1.18 0.14 -0.497841 0.00259317 -2.58039
1.18 0.16 -0.499565 0.0012206 -2.93346
1.18 0.18 -0.498956 0.000455872 -3.32856
1.18 0.2 -0.499721 0.00037891 -3.44953
1.18 0.22 -0.49996 0.00074831 -3.07643
1.18 0.24 -0.500151 0.00192978 -2.8225
1.18 0.26 -0.499801 0.00429902 -2.48584
1.18 0.28 -0.498794 0.00570436 -2.24511
