a c średnia_energia odchylenie_standardowe log10
0.7 0.12 -0.417345 0.0534822 -1.17024
0.7 0.14 -0.416604 0.0725398 -1.11041
0.7 0.16 -0.406906 0.0658314 -1.1872
0.7 0.18 -0.408841 0.0700599 -1.30244
0.7 0.2 -0.404611 0.0606925 -1.15398
0.7 0.22 -0.404304 0.0805137 -1.18973
0.7 0.24 -0.396655 0.062508 -1.19202
0.7 0.26 -0.387054 0.0683909 -1.19329
0.7 0.28 -0.383303 0.120426 -1.10204
0.72 -0.7 -0.00188425 0.0102998 -0.947999
0.72 -0.68 0.00704851 0.160674 -1.34863
0.72 -0.66 -0.0535233 0.156638 -1.01389
0.72 -0.64 0.0177184 0.0734712 -0.589616
0.72 -0.62 -0.0926015 0.0461821 -0.96183
0.72 -0.6 -0.108667 0.0912807 -1.62852
0.72 -0.58 0.0529447 0.100007 -1.22597
0.72 -0.56 -0.0983545 0.0473841 -1.10831
0.72 -0.54 -0.10589 0.0247319 -1.10331
0.72 -0.52 -0.070064 0.0919536 -1.05263
0.72 -0.5 -0.0987814 0.0620082 -1.34235
0.72 -0.48 -0.128243 0.0537018 -1.28878
0.72 -0.46 -0.19615 0.0508484 -1.07735
0.72 -0.44 -0.218435 0.077492 -1.10986
0.72 -0.42 -0.18733 0.0652223 -1.18769
0.72 -0.4 -0.118113 0.054681 -1.22682
0.72 -0.38 -0.240464 0.0392957 -1.27833
0.72 -0.36 -0.372817 0.03219 -1.26954
0.72 -0.34 -0.228181 0.0502893 -1.50215
0.72 -0.32 -0.395513 0.0191087 -1.21501
0.72 -0.3 -0.447938 0.0106273 -1.91497
0.72 -0.28 -0.461189 0.00847819 -2.108
0.72 -0.26 -0.472184 0.00479133 -2.32875
0.72 -0.24 -0.485543 0.00785124 -2.34216
0.72 -0.22 -0.489682 0.00540647 -2.38468
0.72 -0.2 -0.492431 0.00571942 -2.27591
0.72 -0.18 -0.495842 0.00765277 -2.05787
0.72 -0.16 -0.49966 0.00959725 -2.0344
0.72 -0.14 -0.492184 0.0127434 -1.84515
0.72 -0.12 -0.488676 0.0150937 -1.84086
0.72 -0.1 -0.485676 0.021486 -1.63366
0.72 -0.08 -0.485552 0.0268861 -1.6001
0.72 -0.06 -0.477243 0.0349148 -1.52637
0.72 -0.04 -0.472805 0.0287813 -1.53176
0.72 -0.02 -0.463608 0.0330927 -1.46081
0.72 3.95517e-16 -0.45366 0.0417608 -1.36885
0.72 0.02 -0.45255 0.0496567 -1.34462
0.72 0.04 -0.457249 0.0403615 -1.28757
0.72 0.06 -0.447988 0.0688254 -1.3785
0.72 0.08 -0.446017 0.0685839 -1.30481
0.72 0.1 -0.431864 0.0524987 -1.24501
0.72 0.12 -0.435925 0.052139 -1.27664
0.72 0.14 -0.432298 0.0622398 -1.12525
0.72 0.16 -0.41702 0.0560283 -1.17758
0.72 0.18 -0.418386 0.0672882 -1.20388
0.72 0.2 -0.403252 0.0612599 -1.15253
0.72 0.22 -0.408382 0.0619673 -1.19329
0.72 0.24 -0.393923 0.0617077 -1.16097
0.72 0.26 -0.409696 0.0797318 -1.05655
0.72 0.28 -0.404656 0.0675305 -1.05948
0.74 -0.7 0.0618023 0.191006 -1.56881
0.74 -0.68 -0.0819915 0.308565 -0.474532
0.74 -0.66 -0.0297238 0.0281399 -0.938668
0.74 -0.64 -0.0909749 0.202044 -1.33316
0.74 -0.62 -0.0575069 0.0717703 -1.48449
0.74 -0.6 0.00149784 0.0248089 -0.892274
0.74 -0.58 -0.0388738 0.0190859 -0.8356
0.74 -0.56 -0.0973107 0.107391 -0.923506
0.74 -0.54 -0.0952841 0.0599221 -1.34871
0.74 -0.52 -0.0703196 0.104836 -0.861269
0.74 -0.5 -0.0953833 0.129977 -1.68847
0.74 -0.48 -0.113045 0.0683569 -0.82182
0.74 -0.46 -0.192404 0.0556624 -1.41547
0.74 -0.44 -0.120226 0.085411 -1.08304
0.74 -0.42 -0.28186 0.0873904 -1.28336
0.74 -0.4 -0.136579 0.0726254 -1.20078
0.74 -0.38 -0.344949 0.0694709 -1.2958
0.74 -0.36 -0.355632 0.0396508 -1.29463
0.74 -0.34 -0.400406 0.0299583 -1.53663
0.74 -0.32 -0.233345 0.0231608 -1.66745
0.74 -0.3 -0.443166 0.0138283 -1.80676
0.74 -0.28 -0.458086 0.0106371 -2.00743
0.74 -0.26 -0.470498 0.00700564 -2.25683
0.74 -0.24 -0.484074 0.00401486 -1.05472
0.74 -0.22 -0.489067 0.00286812 -2.37466
0.74 -0.2 -0.494746 0.00390879 -2.36506
0.74 -0.18 -0.496992 0.00496739 -2.31663
0.74 -0.16 -0.499716 0.00777839 -2.16197
0.74 -0.14 -0.496361 0.00934082 -1.96185
0.74 -0.12 -0.494245 0.012368 -1.88724
0.74 -0.1 -0.491492 0.0182804 -1.77368
0.74 -0.08 -0.488424 0.0168781 -1.7133
0.74 -0.06 -0.486954 0.0246762 -1.64194
0.74 -0.04 -0.478427 0.0288125 -1.5117
0.74 -0.02 -0.478719 0.0328457 -1.44211
0.74 3.95517e-16 -0.474435 0.0365525 -1.4163
0.74 0.02 -0.468662 0.0375142 -1.37865
0.74 0.04 -0.457997 0.0595465 -1.41819
0.74 0.06 -0.448328 0.0438999 -1.36428
0.74 0.08 -0.440286 0.0473904 -1.26638
0.74 0.1 -0.444112 0.0505686 -1.25306
0.74 0.12 -0.439847 0.0605366 -1.21789
0.74 0.14 -0.439159 0.0606546 -1.22217
0.74 0.16 -0.430792 0.0624355 -1.21715
0.74 0.18 -0.41576 0.0547258 -1.17903
0.74 0.2 -0.410269 0.0635181 -1.21317
0.74 0.22 -0.421415 0.0667964 -1.08672
0.74 0.24 -0.401869 0.0656705 -1.23938
0.74 0.26 -0.404122 0.0679508 -0.549447
0.74 0.28 -0.4158 0.0737282 -0.775266
0.76 -0.7 0.0285453 0.201911 -1.47493
0.76 -0.68 -0.03329 0.129197 -0.542007
0.76 -0.66 0.0464868 0.0935191 -1.66251
0.76 -0.64 -0.0881879 0.13012 -1.07204
0.76 -0.62 -0.113511 0.0961499 -1.18405
0.76 -0.6 -0.0926299 0.170094 -0.550047
0.76 -0.58 -0.0564144 0.132119 -1.31147
0.76 -0.56 -0.0518432 0.207896 -0.773923
0.76 -0.54 -0.0886005 0.0520094 -1.04063
0.76 -0.52 -0.0663482 0.10034 -1.51502
0.76 -0.5 -0.0978948 0.14488 -0.821132
0.76 -0.48 -0.100229 0.0820104 -1.67142
0.76 -0.46 -0.171346 0.0419346 -0.802087
0.76 -0.44 -0.203779 0.0957855 -0.924996
0.76 -0.42 -0.266117 0.0883637 -0.987357
0.76 -0.4 -0.273669 0.0898404 -1.00346
0.76 -0.38 -0.340533 0.0756521 -1.15008
0.76 -0.36 -0.316165 0.0600526 -1.25885
0.76 -0.34 -0.388693 0.0831149 -1.10941
0.76 -0.32 -0.404897 0.0296339 -1.5421
0.76 -0.3 -0.437879 0.0209827 -1.66861
0.76 -0.28 -0.458333 0.0147348 -1.85383
0.76 -0.26 -0.469722 0.00840307 -1.99622
0.76 -0.24 -0.482583 0.00622201 -2.37237
0.76 -0.22 -0.490712 0.00205106 -2.50552
0.76 -0.2 -0.491632 0.0025431 -2.65301
0.76 -0.18 -0.4974 0.00310212 -2.51622
0.76 -0.16 -0.499516 0.00507186 -2.34214
0.76 -0.14 -0.498968 0.00621064 -2.14496
0.76 -0.12 -0.494437 0.0101939 -1.94605
0.76 -0.1 -0.494341 0.0124564 -1.83425
0.76 -0.08 -0.488564 0.0164018 -1.78307
0.76 -0.06 -0.483425 0.0192651 -1.59507
0.76 -0.04 -0.483963 0.0232659 -1.62529
0.76 -0.02 -0.470204 0.0302846 -1.60153
0.76 3.95517e-16 -0.475323 0.0387428 -1.504
0.76 0.02 -0.467163 0.0354421 -1.47601
0.76 0.04 -0.465425 0.036949 -1.42568
0.76 0.06 -0.455618 0.0480117 -1.36833
0.76 0.08 -0.458079 0.0456082 -1.31557
0.76 0.1 -0.44329 0.0474657 -1.32023
0.76 0.12 -0.446048 0.0522916 -1.29594
0.76 0.14 -0.436692 0.053657 -1.2809
0.76 0.16 -0.442409 0.0706085 -1.25335
0.76 0.18 -0.43145 0.0632352 -1.28132
0.76 0.2 -0.423067 0.0649897 -1.12865
0.76 0.22 -0.429804 0.0640449 -1.17684
0.76 0.24 -0.41268 0.0740122 -1.19546
0.76 0.26 -0.422044 0.0683714 -1.23261
0.76 0.28 -0.42 0.074045 -1.14052
0.78 -0.7 0.0591722 0.254529 -1.72707
0.78 -0.68 -0.0573122 0.121898 -0.896448
0.78 -0.66 -0.122646 0.20548 -1.22614
0.78 -0.64 -0.0683843 0.389791 -0.486591
0.78 -0.62 -0.0174631 0.0506743 -1.14768
0.78 -0.6 0.0149222 0.0579139 -1.74711
0.78 -0.58 -0.0781029 0.23978 -0.561042
0.78 -0.56 -0.0176937 0.0641273 -0.472896
0.78 -0.54 -0.0910334 0.263269 -1.16073
0.78 -0.52 -0.0398699 0.0824155 -0.674674
0.78 -0.5 -0.0818061 0.125561 -0.93639
0.78 -0.48 -0.104371 0.217499 -0.735976
0.78 -0.46 -0.171695 0.168674 -0.812537
0.78 -0.44 -0.155626 0.147704 -0.88958
0.78 -0.42 -0.231995 0.135888 -0.872481
0.78 -0.4 -0.303612 0.106317 -0.983623
0.78 -0.38 -0.315632 0.0811114 -1.05476
0.78 -0.36 -0.338979 0.089106 -1.11798
0.78 -0.34 -0.398182 0.0895906 -1.28424
0.78 -0.32 -0.366495 0.0922466 -1.42168
0.78 -0.3 -0.437553 0.0289294 -1.54852
0.78 -0.28 -0.455988 0.017409 -1.75663
0.78 -0.26 -0.470628 0.0127242 -1.89284
0.78 -0.24 -0.477451 0.00532157 -2.18549
0.78 -0.22 -0.488381 0.00380498 -2.38999
0.78 -0.2 -0.493842 0.00206319 -2.73451
0.78 -0.18 -0.496762 0.00234218 -2.67166
0.78 -0.16 -0.499094 0.0030762 -2.60543
0.78 -0.14 -0.499604 0.00656928 -2.31999
0.78 -0.12 -0.497471 0.0071056 -2.18277
0.78 -0.1 -0.494517 0.010492 -1.9739
0.78 -0.08 -0.491278 0.0173426 -1.82746
0.78 -0.06 -0.4884 0.0171855 -1.8416
0.78 -0.04 -0.47932 0.021297 -1.6799
0.78 -0.02 -0.48733 0.026972 -1.60895
0.78 3.95517e-16 -0.475319 0.0273508 -1.46597
0.78 0.02 -0.468621 0.0360721 -1.49328
0.78 0.04 -0.475774 0.0419615 -1.41738
0.78 0.06 -0.465479 0.0386164 -1.44642
0.78 0.08 -0.452953 0.0725026 -1.36699
0.78 0.1 -0.459482 0.0478826 -1.25204
0.78 0.12 -0.453825 0.0454706 -1.28981
0.78 0.14 -0.447597 0.0449382 -1.23849
0.78 0.16 -0.441291 0.0498044 -1.27963
0.78 0.18 -0.439997 0.0624928 -1.24375
0.78 0.2 -0.430516 0.0560557 -1.2681
0.78 0.22 -0.437133 0.065807 -1.20535
0.78 0.24 -0.422291 0.0722957 -1.18215
0.78 0.26 -0.422812 0.0742684 -1.12914
0.78 0.28 -0.437284 0.0650827 -1.18169
0.8 -0.7 -0.0212184 0.0202411 -0.593675
0.8 -0.68 -0.0512404 0.27991 -0.611301
0.8 -0.66 -0.0107076 0.200585 -0.846051
0.8 -0.64 -0.0179165 0.124197 -1.52808
0.8 -0.62 -0.0706322 0.0644712 -0.544553
0.8 -0.6 -0.0194101 0.0601759 -0.713164
0.8 -0.58 -0.0833376 0.122581 -0.785357
0.8 -0.56 0.0023863 0.0610779 -0.653172
0.8 -0.54 -0.0603762 0.376265 -0.953139
0.8 -0.52 -0.0676294 0.161132 -0.592721
0.8 -0.5 -0.0879658 0.123458 -0.928791
0.8 -0.48 -0.141094 0.166279 -0.971158
0.8 -0.46 -0.0889924 0.0954639 -0.655313
0.8 -0.44 -0.21086 0.165902 -0.866144
0.8 -0.42 -0.224651 0.154096 -0.865264
0.8 -0.4 -0.300873 0.115632 -0.90401
0.8 -0.38 -0.339877 0.105492 -1.00701
0.8 -0.36 -0.282989 0.0788481 -1.08581
0.8 -0.34 -0.312316 0.0674468 -1.19979
0.8 -0.32 -0.416137 0.0715854 -1.3413
0.8 -0.3 -0.31558 0.0362725 -1.48719
0.8 -0.28 -0.449396 0.0260411 -1.56698
0.8 -0.26 -0.465158 0.0171609 -1.83844
0.8 -0.24 -0.475187 0.0103513 -1.96885
0.8 -0.22 -0.484326 0.00578292 -2.17971
0.8 -0.2 -0.493633 0.00316697 -2.67136
0.8 -0.18 -0.495194 0.00123989 -2.67187
0.8 -0.16 -0.499116 0.00125379 -2.7813
0.8 -0.14 -0.499494 0.00262079 -2.56143
0.8 -0.12 -0.497083 0.00465479 -2.35367
0.8 -0.1 -0.495692 0.0072596 -2.13946
0.8 -0.08 -0.492663 0.0104657 -1.99359
0.8 -0.06 -0.489838 0.013214 -1.81142
0.8 -0.04 -0.49252 0.0170181 -1.73964
0.8 -0.02 -0.490675 0.0200689 -1.68924
0.8 3.95517e-16 -0.483556 0.0289113 -1.65112
0.8 0.02 -0.47621 0.0315703 -1.54708
0.8 0.04 -0.471431 0.0325877 -1.49486
0.8 0.06 -0.469721 0.0374465 -1.40947
0.8 0.08 -0.463683 0.0492867 -1.38916
0.8 0.1 -0.457129 0.0459143 -1.31602
0.8 0.12 -0.457712 0.0632826 -1.36246
0.8 0.14 -0.458561 0.0572772 -1.32704
0.8 0.16 -0.452734 0.0504551 -1.31729
0.8 0.18 -0.445575 0.0602797 -1.31769
0.8 0.2 -0.438562 0.0707576 -1.32319
0.8 0.22 -0.434765 0.0618067 -1.28838
0.8 0.24 -0.44233 0.0595979 -1.20498
0.8 0.26 -0.429359 0.0651484 -1.17745
0.8 0.28 -0.431983 0.0622281 -1.15865
0.82 -0.7 -0.105524 0.227818 -1.05201
0.82 -0.68 0.0276773 0.104598 -0.479642
0.82 -0.66 0.00811023 0.0899159 -1.17584
0.82 -0.64 -0.013434 0.369665 -0.284452
0.82 -0.62 0.0257249 0.276401 -0.389698
0.82 -0.6 0.0672441 0.434616 -0.526269
0.82 -0.58 0.0736543 0.350436 -1.14187
0.82 -0.56 0.0302185 0.162017 -0.749269
0.82 -0.54 -0.0368228 0.167613 -0.591374
0.82 -0.52 -0.0181054 0.245317 -0.76567
0.82 -0.5 -0.0689889 0.166342 -0.813001
0.82 -0.48 -0.0842673 0.254248 -0.676168
0.82 -0.46 -0.175515 0.214921 -0.578355
0.82 -0.44 -0.227078 0.190426 -0.653183
0.82 -0.42 -0.16507 0.131561 -0.762401
0.82 -0.4 -0.182125 0.143332 -0.826961
0.82 -0.38 -0.317619 0.125688 -0.895301
0.82 -0.36 -0.292678 0.0986499 -0.964313
0.82 -0.34 -0.213238 0.0866589 -0.971406
0.82 -0.32 -0.402542 0.0603639 -1.18406
0.82 -0.3 -0.42976 0.0455548 -1.37337
0.82 -0.28 -0.450157 0.0328652 -1.48412
0.82 -0.26 -0.462719 0.0216509 -1.64046
0.82 -0.24 -0.474255 0.014305 -1.89776
0.82 -0.22 -0.481867 0.00749165 -2.18427
0.82 -0.2 -0.492269 0.00360509 -2.32722
0.82 -0.18 -0.492801 0.00217402 -2.70557
0.82 -0.16 -0.497771 0.000921542 -2.98505
0.82 -0.14 -0.499947 0.00116604 -2.92214
0.82 -0.12 -0.49872 0.00266243 -2.51811
0.82 -0.1 -0.499637 0.00439206 -2.31519
0.82 -0.08 -0.499288 0.00626892 -2.17709
0.82 -0.06 -0.494086 0.0108024 -1.92213
0.82 -0.04 -0.491778 0.0174182 -1.93149
0.82 -0.02 -0.484594 0.0183259 -1.71569
0.82 3.95517e-16 -0.481538 0.0206566 -1.63182
0.82 0.02 -0.48474 0.0271692 -1.6563
0.82 0.04 -0.484061 0.0285416 -1.51881
0.82 0.06 -0.464593 0.0304981 -1.45323
0.82 0.08 -0.472174 0.0369802 -1.43118
0.82 0.1 -0.464309 0.0401491 -1.36919
0.82 0.12 -0.461831 0.0387096 -1.23399
0.82 0.14 -0.456319 0.0627132 -1.35955
0.82 0.16 -0.458842 0.0487003 -1.33381
0.82 0.18 -0.441645 0.0524697 -1.26682
0.82 0.2 -0.449922 0.0494221 -1.32223
0.82 0.22 -0.446981 0.0639963 -1.3103
0.82 0.24 -0.424199 0.0730805 -1.20293
0.82 0.26 -0.44617 0.0620846 -1.24397
0.82 0.28 -0.431733 0.0558617 -1.14421
0.84 -0.7 0.228357 0.189403 -1.06909
0.84 -0.68 0.00030064 0.560312 -0.457285
0.84 -0.66 0.0527625 0.677676 -1.03869
0.84 -0.64 0.0229457 0.200022 -0.384626
0.84 -0.62 0.0490375 0.328577 -0.52497
0.84 -0.6 0.0686171 0.463587 -0.310529
0.84 -0.58 0.0277892 0.0948136 -0.569786
0.84 -0.56 0.000863967 0.410282 -0.543192
0.84 -0.54 -0.0544532 0.103327 -0.448845
0.84 -0.52 -0.0695371 0.456947 -0.707208
0.84 -0.5 -0.0589738 0.263816 -0.946831
0.84 -0.48 -0.106884 0.167921 -0.650283
0.84 -0.46 -0.168055 0.350861 -0.798278
0.84 -0.44 -0.207523 0.139328 -0.588731
0.84 -0.42 -0.216295 0.197963 -0.699764
0.84 -0.4 -0.150322 0.17447 -0.895577
0.84 -0.38 -0.321575 0.154078 -0.839594
0.84 -0.36 -0.359007 0.144852 -0.936906
0.84 -0.34 -0.338971 0.0942789 -0.977991
0.84 -0.32 -0.385469 0.0745881 -1.14471
0.84 -0.3 -0.430853 0.0609064 -1.23652
0.84 -0.28 -0.440748 0.039942 -1.35547
0.84 -0.26 -0.460991 0.0321179 -1.54796
0.84 -0.24 -0.472534 0.0290901 -1.71124
0.84 -0.22 -0.478205 0.0114563 -1.96987
0.84 -0.2 -0.48931 0.00544656 -2.23674
0.84 -0.18 -0.493664 0.00303024 -2.44356
0.84 -0.16 -0.497586 0.00102924 -3.11096
0.84 -0.14 -0.49858 0.00125897 -3.27795
0.84 -0.12 -0.500646 0.00110978 -2.96537
0.84 -0.1 -0.499893 0.00239477 -2.54902
0.84 -0.08 -0.498647 0.00460158 -2.24751
0.84 -0.06 -0.495565 0.00714791 -2.12793
0.84 -0.04 -0.490591 0.00971253 -1.92484
0.84 -0.02 -0.49143 0.0148983 -1.83898
0.84 3.95517e-16 -0.487618 0.0175295 -1.70342
0.84 0.02 -0.48619 0.0199209 -1.68107
0.84 0.04 -0.477487 0.0244323 -1.6024
0.84 0.06 -0.473982 0.0294986 -1.63674
0.84 0.08 -0.475572 0.0285537 -1.49739
0.84 0.1 -0.471387 0.0336281 -1.5412
0.84 0.12 -0.468815 0.0339478 -1.31499
0.84 0.14 -0.462389 0.0410851 -1.3399
0.84 0.16 -0.465867 0.0503927 -1.36659
0.84 0.18 -0.455864 0.047178 -1.31586
0.84 0.2 -0.462025 0.049788 -1.24013
0.84 0.22 -0.439139 0.0537374 -1.29543
0.84 0.24 -0.458483 0.052558 -1.25831
0.84 0.26 -0.439318 0.06885 -1.25929
0.84 0.28 -0.437322 0.0612718 -1.17319
0.86 -0.7 0.0166089 0.510891 -0.569174
0.86 -0.68 0.139934 0.510942 -0.239054
0.86 -0.66 0.0338017 0.45482 -0.615178
0.86 -0.64 -0.014883 0.0478859 -0.338702
0.86 -0.62 0.0264071 0.149246 -0.343096
0.86 -0.6 -0.0136559 0.0659115 -1.35178
0.86 -0.58 -0.0232818 0.435994 -0.664361
0.86 -0.56 -0.0388734 0.363029 -0.418414
0.86 -0.54 -0.0712527 0.572508 -1.17559
0.86 -0.52 -0.00996168 0.181618 -0.657932
0.86 -0.5 -0.0555878 0.267956 -0.716573
0.86 -0.48 -0.11166 0.336947 -0.522321
0.86 -0.46 -0.152685 0.302808 -0.636571
0.86 -0.44 -0.181348 0.199052 -0.563837
0.86 -0.42 -0.121586 0.231562 -0.66872
0.86 -0.4 -0.222526 0.198331 -0.675517
0.86 -0.38 -0.15121 0.163531 -0.760707
0.86 -0.36 -0.307902 0.13808 -0.848481
0.86 -0.34 -0.378834 0.111568 -0.946058
0.86 -0.32 -0.405965 0.094206 -1.07754
0.86 -0.3 -0.422116 0.0649414 -1.15997
0.86 -0.28 -0.436206 0.0546779 -1.31144
0.86 -0.26 -0.439314 0.0358898 -1.43145
0.86 -0.24 -0.468907 0.0260116 -1.57417
0.86 -0.22 -0.477492 0.0162464 -1.77515
0.86 -0.2 -0.48834 0.00931053 -1.96742
0.86 -0.18 -0.49133 0.00606295 -2.29091
0.86 -0.16 -0.496883 0.00266972 -2.71624
0.86 -0.14 -0.499846 0.000473991 -3.24289
0.86 -0.12 -0.499876 0.000287479 -3.41714
0.86 -0.1 -0.499973 0.00123547 -2.9414
0.86 -0.08 -0.49882 0.00255765 -2.56358
0.86 -0.06 -0.496348 0.00514195 -2.31254
0.86 -0.04 -0.496638 0.00677009 -2.08225
0.86 -0.02 -0.4936 0.0120191 -1.96698
0.86 3.95517e-16 -0.492291 0.0143794 -1.84846
0.86 0.02 -0.480445 0.0178107 -1.71168
0.86 0.04 -0.476162 0.0202606 -1.73754
0.86 0.06 -0.480495 0.0261117 -1.60346
0.86 0.08 -0.482858 0.0273571 -1.58108
0.86 0.1 -0.472915 0.0399699 -1.40581
0.86 0.12 -0.465597 0.033144 -1.51234
0.86 0.14 -0.465032 0.0418629 -1.48491
0.86 0.16 -0.459501 0.0468051 -1.43095
0.86 0.18 -0.467021 0.0438747 -1.34996
0.86 0.2 -0.463435 0.0457109 -1.29917
0.86 0.22 -0.45413 0.0494064 -1.33017
0.86 0.24 -0.456758 0.0601034 -1.31451
0.86 0.26 -0.449371 0.0558799 -1.19218
0.86 0.28 -0.452233 0.0517384 -1.2606
0.88 -0.7 0.030939 0.447406 -0.195678
0.88 -0.68 -0.0303908 0.362363 -0.98958
0.88 -0.66 0.0976202 0.183571 -0.436152
0.88 -0.64 -0.0892594 0.382893 -0.403051
0.88 -0.62 -0.0590034 0.364642 -0.408473
0.88 -0.6 0.14293 0.289864 -0.321599
0.88 -0.58 0.0511979 0.409344 -0.337809
0.88 -0.56 -0.0310252 0.393804 -0.322102
0.88 -0.54 0.0223544 0.36596 -0.542757
0.88 -0.52 -0.0426254 0.131878 -0.363574
0.88 -0.5 -0.0617148 0.434708 -0.455271
0.88 -0.48 -0.0864462 0.11453 -0.880666
0.88 -0.46 -0.142049 0.298324 -0.537197
0.88 -0.44 -0.169903 0.284718 -0.50813
0.88 -0.42 -0.246581 0.257793 -0.744906
0.88 -0.4 -0.176033 0.24037 -0.686948
0.88 -0.38 -0.251677 0.203444 -0.717532
0.88 -0.36 -0.282311 0.174637 -0.79103
0.88 -0.34 -0.367465 0.134837 -0.915382
0.88 -0.32 -0.394698 0.107018 -0.985889
0.88 -0.3 -0.300755 0.0935527 -1.11249
0.88 -0.28 -0.443424 0.0653515 -1.16379
0.88 -0.26 -0.452824 0.0438603 -1.29676
0.88 -0.24 -0.463277 0.0361576 -1.51505
0.88 -0.22 -0.471244 0.0266237 -1.62087
0.88 -0.2 -0.483917 0.0133572 -1.84313
0.88 -0.18 -0.489059 0.00774861 -2.1148
0.88 -0.16 -0.491868 0.00414889 -2.42096
0.88 -0.14 -0.497853 0.00134192 -2.84326
0.88 -0.12 -0.499431 0.000281039 -3.49336
0.88 -0.1 -0.500416 0.000288597 -3.49598
0.88 -0.08 -0.500244 0.00129763 -2.76036
0.88 -0.06 -0.498951 0.00251032 -2.5756
0.88 -0.04 -0.497078 0.00534124 -2.22998
0.88 -0.02 -0.495594 0.00812263 -2.08906
0.88 3.95517e-16 -0.496049 0.0106305 -1.94473
0.88 0.02 -0.49174 0.0127999 -1.77151
0.88 0.04 -0.487298 0.0214406 -1.74851
0.88 0.06 -0.485068 0.0228265 -1.67056
0.88 0.08 -0.481782 0.0210292 -1.62276
0.88 0.1 -0.483729 0.0269309 -1.57408
0.88 0.12 -0.479177 0.0363825 -1.50037
0.88 0.14 -0.476545 0.0378961 -1.45466
0.88 0.16 -0.476086 0.0394506 -1.36851
0.88 0.18 -0.46965 0.0434281 -1.41407
0.88 0.2 -0.472053 0.0655339 -1.40965
0.88 0.22 -0.459476 0.0451538 -1.32889
0.88 0.24 -0.455307 0.0479189 -1.24744
0.88 0.26 -0.459879 0.0577318 -1.18942
0.88 0.28 -0.452998 0.0615485 -1.1814
0.9 -0.7 0.182869 0.669821 -0.358259
0.9 -0.68 -0.000326431 0.583104 -0.697842
0.9 -0.66 0.105482 0.484255 -0.635634
0.9 -0.64 0.0630098 0.204297 -0.167592
0.9 -0.62 0.0304845 0.868052 -0.0229801
0.9 -0.6 -0.09184 0.752339 -0.231297
0.9 -0.58 -0.0227891 0.540664 -0.263291
0.9 -0.56 0.0655649 0.365597 -0.225331
0.9 -0.54 0.000197503 0.366749 -0.497658
0.9 -0.52 -0.0291594 0.315203 -0.378961
0.9 -0.5 -0.0379596 0.491171 -0.268608
0.9 -0.48 -0.0713585 0.284464 -0.523145
0.9 -0.46 -0.122462 0.292751 -0.405686
0.9 -0.44 -0.194748 0.339562 -0.640208
0.9 -0.42 -0.224367 0.302965 -0.642314
0.9 -0.4 -0.271457 0.265817 -0.612496
0.9 -0.38 -0.318965 0.229402 -0.646643
0.9 -0.36 -0.331968 0.203056 -0.703344
0.9 -0.34 -0.369597 0.162354 -0.778232
0.9 -0.32 -0.320388 0.119224 -0.854761
0.9 -0.3 -0.412248 0.109051 -0.991881
0.9 -0.28 -0.433254 0.0759395 -0.995529
0.9 -0.26 -0.448981 0.0581629 -1.24139
0.9 -0.24 -0.454108 0.0488701 -1.32492
0.9 -0.22 -0.472516 0.0339852 -1.49307
0.9 -0.2 -0.481863 0.0215782 -1.68898
0.9 -0.18 -0.479772 0.013004 -1.89427
0.9 -0.16 -0.496876 0.00725652 -2.13991
0.9 -0.14 -0.496356 0.00341773 -2.49236
0.9 -0.12 -0.499649 0.00114555 -3.01731
0.9 -0.1 -0.499215 0.000120082 -3.88263
0.9 -0.08 -0.500103 0.000311294 -3.56241
0.9 -0.06 -0.498856 0.00161754 -2.88875
0.9 -0.04 -0.499508 0.0032403 -2.46351
0.9 -0.02 -0.498459 0.00438515 -2.2494
0.9 3.95517e-16 -0.492804 0.0079931 -2.10186
0.9 0.02 -0.492904 0.010112 -1.96915
0.9 0.04 -0.486167 0.0173054 -1.80247
0.9 0.06 -0.48718 0.0176969 -1.73967
0.9 0.08 -0.48298 0.0193972 -1.68916
0.9 0.1 -0.484473 0.0257057 -1.43959
0.9 0.12 -0.481869 0.0270419 -1.56378
0.9 0.14 -0.472122 0.031485 -1.54189
0.9 0.16 -0.476182 0.0408042 -1.50858
0.9 0.18 -0.470794 0.0386532 -1.45946
0.9 0.2 -0.47357 0.0411364 -1.43069
0.9 0.22 -0.467263 0.0434163 -1.38487
0.9 0.24 -0.471315 0.0558171 -1.07319
0.9 0.26 -0.462355 0.0454182 -1.28649
0.9 0.28 -0.452022 0.0545987 -1.26071
0.92 -0.7 -0.0403764 0.319665 -0.12121
0.92 -0.68 0.0621413 0.73127 -0.217214
0.92 -0.66 0.0138191 0.734444 -0.116059
0.92 -0.64 0.0834633 0.357388 -0.140235
0.92 -0.62 0.0529706 0.764433 -0.622695
0.92 -0.6 0.208264 0.437778 -0.311193
0.92 -0.58 -0.00833805 0.490458 -0.100065
0.92 -0.56 0.0227249 0.618402 -0.323151
0.92 -0.54 -0.0184978 0.62623 -0.345343
0.92 -0.52 -0.0181048 0.359485 -0.154605
0.92 -0.5 -0.046062 0.563262 -0.213716
0.92 -0.48 -0.076405 0.468673 -0.281668
0.92 -0.46 -0.133712 0.41493 -0.413229
0.92 -0.44 -0.159353 0.32809 -0.388065
0.92 -0.42 -0.232378 0.280794 -0.534053
0.92 -0.4 -0.259574 0.282774 -0.520483
0.92 -0.38 -0.294236 0.268323 -0.59377
